Index,Chinese,Pingyin,English
161, 单, dān, single; odd; unlined; thin; weak; only;
162, 单纯, dānchún, Simple
164, 单独, dāndú, Alone
165, 淡, dàn, light
166, 导游, dǎoyóu, Guide
167, 导致, dǎozhì, cause
168, 倒闭, dǎobì, Collapse
169, 倒车, dǎo, // chē change trains or buses
170, 倒车, dào, // chē back a car; reverse
171, 得意, déyì, Proud
172, 得, děi, need; must; have to; be sure to
173, 灯光, dēng guāng, light; stage lighting
174, 登, dēng, ascend; mount; scale; step on; pedal;
175, 登记, dēngjì, register
176, 登录, dēnglù, Sign in
177, 登山, dēng shān, mountaineer; mountain -climbing
178, 的确, díquè, indeed; be certain to
179, 敌人, dírén, Enemy
180, 底, dǐ, bottom
181, 地方, dìfang, local
182, 地面, dì miàn, ground; floor; surface
183, 地位, dìwèi, status
185, 地址, dìzhǐ, address
186, 典型, diǎnxíng, typical
187, 点名, diǎn míng, rollcall; mention sb. by name
188, 电灯, diàn dēng, electric light
189, 电动车, diàn  dòng chē, electric car
190, 电梯, diàntī, Elevator.
191, 电源, diànyuán, power supply
192, 顶, dǐng, top
193, 定, dìng, decide; fix; book; order; calm; stable
194, 冬季, dōng jì, winter
195, 动画片, dònghuàpià, n Cartoon
196, 动摇, dòng yáo, shake; vacillate; waver; be indecisive
197, 豆腐, dòufu, tofu
198, 独立, dúlì, Independent
199, 独特, dútè, unique
200, 独自, dú zì, alone; by oneself; one's own
201, 堵, dǔ, stop up; block up; stifled; suffocated;
202, 堵车, dǔchē, Traffic jam
204, 度过, dùguò, Spend
205, 锻炼, duànliàn, Physical exercise
206, 对比, duìbǐ, Contrast
207, 对付, duìfu, deal with
208, 对于, duìyú, about
209, 多次, duō cì, repeatedly; many a time
210, 多年, duō nián, many years
211, 多样, duō yàng, diversity
212, 多种, duō zhǒng, multiple; various; diversified; manifold
213, 恶心, ěxin, disgusting
214, 儿童, értóng, children
215, 而, ér, and
216, 而是, ér shì, but
217, 耳机, ěr jī, earphone; headphone; headset
218, 二手, èr shǒu, second hand
219, 发挥, fāhuī, Develop
220, 发票, fāpiào, invoice
221, 发烧, fāshāo, Have a fever
222, 法, fǎ, law; way; method; example; rule
223, 法官, fǎ guān, judge
224, 法律, fǎlǜ, Law
226, 翻, fān, Turn
227, 翻译, fānyì, translate
228, 烦, fán, bother; to bother
229, 反, fǎn, turn over; rebel; on the contrary;
230, 反而, fǎn'ér, Instead
231, 反映, fǎnyìng, reflect
232, 方, fāng, square
233, 方案, fāng'àn, programme
234, 方针, fāngzhēn, policy
235, 放松, fàngsōng, Relax
236, 非, fēi, wrong
237, 肥, féi, fat; fertile
238, 分布, fēnbù, distribution
239, 分散, fēnsàn, Dispersed
240, 分手, fēnshǒu, Break up
241, 分为, fēn wéi, divide into
242, …分之…, … fēn zhī …, fractional number
243, 纷纷, fēnfēn, one after another
244, 奋斗, fèndòu, Struggle
245, 风格, fēnggé, style
247, 风俗, fēngsú, Customs
248, 封闭, fēngbì, close
249, 否则, fǒuzé, otherwise
250, 夫妇, fūfù, couple
251, 夫妻, fū qī, man and wife
252, 夫人, fūrén, Madam
253, 符号, fúhào, Symbol
254, 符合, fúhé, accord with
255, 付出, fù chū, pay out
256, 负担, fùdān, burden
257, 附近, fùjìn, nearby
258, 复制, fùzhì, copy
259, 改善, gǎishàn, Improve
260, 改正, gǎizhèng, correction
261, 盖, gài, cover
262, 概括, gàikuò, Generalization
263, 感兴趣, gǎnxìngqù, be intretested in
264, 高潮, gāocháo, climax
265, 高价, gāo jià, high price
266, 高尚, gāoshàng, noble
267, 高铁, gāo tiě, high-speed train; high -speed rail
269, 隔, gé, partition; separate; divide
270, 隔开, gé kāi, separate; space out; separation;
271, 个别, gèbié, individual
272, 个体, gètǐ, individual
273, 各个, gè gè, each
274, 根, gēn, root
275, 根据, gēnjù, according to
276, 工程, gōng chéng, engineering; project
277, 公元, gōngyuán, A.D.
278, 供应, gōng yìng, supply; provide
279, 共, gòng, common; general; share; together;
280, 构成, gòuchéng, constitute
281, 构造, gòu zào, structure; construction
282, 购买, gòu mǎi, buy; purchase
283, 购物, gòuwù, Shopping
284, 骨头, gǔtou, Bone
285, 固定, gùdìng, fixed
286, 瓜, guā, melon
288, 关（名）, guān, pass; check point; customhouse;
289, 关闭, guānbì, close; shut
290, 关于, guānyú, about
291, 官, guān, officer
292, 官方, guānfāng, by the government official
293, 光临, guānglín, presence
294, 光盘, guāngpán, CD
295, 逛, guàng, Stroll
296, 归, guī, return; go back
297, 规律, guīlǜ, Law
298, 规模, guīmó, scale
299, 规则, guīzé, rule
300, 果实, guǒshí, fruit
301, 过分, guòfèn, excessive
302, 海水, hǎi shuǐ, seawater; brine; sea
303, 海鲜, hǎixiān, seafood
304, 含, hán, contain; cherish; nurse; keep
305, 含量, hán liàng, content
306, 含义, hányì, signification; meanings
307, 含有, hán yǒu, contain; have
309, 寒冷, hán lěng, cold; frigid; chill; frigidity
310, 行业, hángyè, industry
311, 航班, hángbān, flight
312, 航空, hángkōng, aviation
313, 毫米, háomǐ, millimeter
314, 毫升, háo shēng, milliliter
315, 好友, hǎo yǒu, friend
316, 号码, hàomǎ, number
317, 好, hǎo, good
318, 合同, hétong, contract
319, 黑暗, hēi àn, dark; darkness; murk
320, 红包, hóng bāo, red envelope; red packet
321, 后头, hòu, tou back
322, 厚, hòu, thick
323, 呼吸, hūxī, breathing
324, 忽视, hūshì, Ignore
325, 户, hù, household; family; door
326, 护士, hùshi, Nurse
327, 花（形）, huā, multicoloured; coloured; flowery
328, 划, huá," paddle, row"
329, 划, huà," transfer, assign, differenciate"
331, 怀疑, huáiyí, doubt
332, 缓解, huǎnjiě, relieve
333, 黄瓜, huáng guā, cucumber; cuke
334, 黄金, huángjīn, gold
335, 回复, huí fù, reply
336, 汇, huì, remit; converge; collection; collected
337, 汇报, huìbào, report
338, 汇率, huìlǜ, exchange rate
339, 婚礼, hūnlǐ, wedding
340, 火（形）, huǒ, fiery; flaming; urgent
341, 伙, huǒ, partner; partnership
342, 伙伴, huǒbàn, Partner
343, 或许, huòxǔ, maybe; probably
344, 货, huò, goods; commodity; money
345, 获, huò, obtain; win; reap; capture; catch
346, 获得, huòdé, Get
347, 获奖, huò jiǎng, win a prize; receive an award
348, 获取, huò qǔ, gain; obtain
349, 几乎, jīhū, almost
350, 机构, jīgòu, mechanism
352, 积累, jīlěi, accumulation
353, 激动, jīdòng, Excited
354, 激烈, jīliè, fierce
355, 及格, jígé, pass
356, 极, jí, extremely
357, 极其, jíqí, extremely
358, 即将, jíjiāng, soon
359, 急忙, jímáng, Hastily
360, 集合, jíhé, aggregate
361, 记载, jìzǎi, Record
362, 纪律, jìlǜ, discipline
363, 技巧, jìqiǎo, Skill
364, 系, xì, department
365, 季, jì, season; period
366, 季度, jìdù, quarter (of a year)
367, 季节, jìjié, Season
368, 既, jì, already; since; as
369, 既然, jìrán, Since
370, 寄, jì, send
371, 加班, jiābān, overtime work
372, 加入, jiā rù, add; mix; join; become a member
374, 家务, jiāwù, Housework
375, 假如, jiǎrú, If
376, 坚固, jiāngù, strong
377, 检测, jiǎn cè, detect; test
378, 减, jiǎn, subtract; reduce; decrease; cut; minus
379, 减肥, jiǎnféi, Reduce weight
380, 减少, jiǎnshǎo, reduce
381, 简历, jiǎnlì, resume
382, 健身, jiànshēn, workout
383, 渐渐, jiàn jiàn, gradually; step by step
384, 江, jiāng, river
385, 讲究, jiǎngjiu," Pay attention to, stress"
386, 讲座, jiǎngzuò, Lecture
387, 奖, jiǎng, award; prize; reward
388, 奖金, jiǎngjīn, bonus
389, 奖学金, jiǎng xué jīn, scholarship; fellowship
390, 降, jiàng, fall; drop; descend; come down; lower
391, 降低, jiàngdī, reduce
392, 降价, jiàng jià, cut price; reduce price
393, 降落, jiàngluò, land
395, 交换, jiāohuàn, exchange
396, 交际, jiāojì, communication
397, 教授, jiàoshòu, professor
398, 教训, jiàoxùn, lesson
399, 阶段, jiēduàn, stage
400, 街道, jiēdào, Street
401, 节省, jiéshěng, save
402, 结, jié, bear; form; knit; knot
403, 结构, jiégòu, structure
404, 结论, jiélùn, conclusion
405, 姐妹, jiě mèi, sisters
406, 解释, jiěshì, explain
407, 尽快, jǐnkuài, as soon as possible
408, 紧密, jǐn mì, close; inseparable
409, 尽力, jìnlì, Try the best
410, 进口, jìnkǒu, Imported
411, 近代, jìndài, Modern
412, 禁止, jìnzhǐ, prohibit
413, 经典, jīngdiǎn, classics; scriptures
414, 精力, jīnglì, energy
415, 竟然, jìngrán, Unexpectedly
417, 镜子, jìngzi, Mirror
418, 究竟, jiūjìng, exactly
419, 酒吧, jiǔbā, Bar
420, 居民, jūmín, residents
421, 居住, jūzhù, live
422, 局（名）, jú, bureau; part; portion; innings;
423, 巨大, jùdà, huge
424, 具备, jùbèi," Have, possess"
425, 距离, jùlí, distance
426, 聚, jù, assemble; gather; get together
427, 聚会, jùhuì, Party
428, 卷, juǎn," roll, curly, reel"
429, 卷, juàn, volume; file
430, 角色, juésè, role
431, 开花, kāi huā, flower; bloom; blossom
432, 开水, kāishuǐ, Boiling water
433, 看不起, kànbuqǐ, Despise
434, 看来, kàn lái, it seems; it appears
435, 看望, kànwàng, visit
436, 考察, kǎochá, Investigate
438, 棵, kē, Tree (measure word)
439, 可见, kějiàn, So
440, 空间, kōngjiān, space
441, 空, kōng, empty
442, 口袋, kǒu dài, pocket
443, 口语, kǒu yǔ, spoken language
444, 苦, kǔ, bitter
445, 会计, kuàijì, accountant
446, 快递, kuài dì, express delivery
447, 宽, kuān, wide
448, 宽广, kuān guǎng, broad; vast; extensive
449, 矿泉水, kuàngquáns huǐ, Mineral water
450, 扩大, kuòdà, Expand
451, 扩展, kuò zhǎn, expand; extend; spread; develop
452, 括号, kuò hào, brackets; parentheses
453, 垃圾, lā jī, rubbish; garbage; refuse; waste
454, 拉开, lā kāi, pull open; undraw; zip
455, 辣, là," hot, spicy"
456, 来不及, láibují, There's not enough time
457, 来得及, láidejí, In time
459, 老公, lǎo gōng, husband
460, 老家, lǎo jiā, hometown; home state
461, 老婆, lǎopó, wife
462, 老实, lǎoshi, honest
463, 乐趣, lèqù, pleasure
464, 泪, lèi, tear; teardrop
465, 泪水, lèi shuǐ, tear; teardrop
466, 类型, lèixíng, type
467, 冷静, lěngjìng, calm down
468, 厘米, límǐ, centimeter
469, 离不开, lí bù kāi, can't do without
470, 力气, lìqi, Strength
471, 历史, lìshǐ, History
472, 立即, lìjí, immediately
473, 利息, lìxī, accrual; interest
474, 利益, lìyì, interest
475, 俩, liǎ, Two
476, 良好, liánghǎo, good
477, 量, liáng, measure; estimate; amount
478, 粮食, liángshi, foodstuff
479, 两边, liǎng biān, both sides
481, 了不起, liǎobuqǐ, Amazing
482, 了解, liǎojiě, understand
483, 列, liè, arrange; line up; list
484, 列车, lièchē, train
485, 列入, liè rù, included in
486, 列为, liè wéi, be classified as; listed as
487, 临时, línshí, temporary
488, 零食, língshí, snacks
489, 流传, liúchuán, spread
490, 楼梯, lóu tī, stairs; staircase; stairway
491, 陆地, lùdì, land
492, 陆续, lùxù, One after another
493, 录取, lùqǔ, matriculate
494, 律师, lǜshī, Lawyer
495, 轮, lún, wheel; ring; take turns
496, 轮船, lúnchuán, Ship
497, 轮椅, lún yǐ, wheelchair
498, 轮子, lún zi, wheel
499, 论文, lùnwén, paper
500, 落, luò, fall; drop; go down; set; decline; drop
502, 毛衣, máo yī, sweater; wool sweater
503, 帽子, màozi, Hat
504, 没错, méi cuò, that's right
505, 没法儿, méi fǎr, can not; no way
506, 没想到, méi xiǎng  dào, didn't expect
507, 美金, měi jīn, USD; dollar
508, 美女, měi nǚ, belle ; beauty; beautiful woman
509, 梦, mèng, dream
510, 梦见, mèng jiàn, see in a dream; dream about; dream
511, 梦想, mèngxiǎng, Dream
512, 秘密, mìmì, Secret
513, 秘书, mìshū, secretary
514, 密, mì, thick; secret; close; dense
515, 密码, mìmǎ, Password
516, 密切, mìqiè, close
517, 免费, miǎnfèi, Free of charge
518, 面临, miànlín, face
519, 面试, miàn shì, interview; audition
520, 描述, miáo shù, describe; depict; description
521, 描写, miáoxiě, describe
523, 名片, míngpiàn, business card
524, 名人, míng rén, celebrity; famous person
525, 摸, mō, feel
526, 模特儿, mó tèr, model
527, 模型, móxíng, Model
528, 末, mò, end; last; final stage
529, 默默, mòmò, silently
530, 哪怕, nǎpà, even if
531, 哪, nǎ, which
532, 男女, nán nǚ men, and women; male and female
533, 男士, nán shì, man
534, 难免, nánmiǎn, Unavoidable
535, 脑袋, nǎodai, head
536, 闹, nào, noisy; make a noise; suffer; be
537, 闹钟, nào zhōng, alarm clock
538, 内部, nèibù, interior
539, 内科, nèikē, Internal medicine
540, 能干, nénggàn, capable
541, 宁静, níng jìng, peaceful; tranquil; quiet
542, 浓, nóng, strong
544, 暖气, nuǎn qì, central heating; heating; heater
545, 拍照, pāi zhào, take a picture; photograph
546, 排列, páiliè, array
547, 牌, pái, brand; cards; plate; tablet
548, 盘（名、量）, pán, tray; plate; dish; current price; game;
549, 盘子, pánzi, plate
550, 胖子, pàng zi, fat person; fatty
551, 培训, péixùn, Train
552, 培训班, péi xùn bān, training class
553, 培养, péiyǎng, culture
554, 培育, péiyù, Cultivation
555, 批（动）, pī, criticize; batch
556, 批（量）, pī, (measure word)
557, 片面, piànmiàn, one-sided
558, 品质, pǐnzhì, quality
559, 平方, píngfāng, square
560, 平静, píngjìng, calm
561, 平均, píngjūn, Average
562, 平稳, píng wěn, smooth; steady
563, 迫切, pòqiè, urgent
565, 妻子, qīzi, Wife
566, 期待, qīdài, expect; look forward to
567, 期间, qījiān, Period
568, 期末, qī mò, end of term
569, 期限, qīxiàn, term
570, 期中, qī zhōng, midterm
571, 其余, qíyú, Rest
572, 企业, qǐyè, enterprise
573, 气球, qì qiú, balloon
574, 汽水, qì shuǐ, soda; soda water; aerated water;
575, 汽油, qìyóu, gasoline
576, 器官, qìguān, organ
577, 前头, qián, tou front; thereinbefore
578, 前途, qiántú, future
579, 浅, qiǎn, shallow
580, 巧克力, qiǎokèlì, Chocolates
581, 切, qiē, cut
582, 亲爱, qīn'ài, Dear
583, 亲密, qīnmì, close
584, 青春, qīngchūn, Youth
586, 轻易, qīngyì, easily
587, 清醒, qīngxǐng, Sober
588, 情景, qíngjǐng, scene
589, 穷, qióng, poor
590, 穷人, qióng rén, poor people; the poor
591, 秋季, qiū jì, autumn; fall
592, 趋势, qūshì, trend
593, 圈, quān, circle
594, 权利, quánlì, Right
595, 却, què, but
596, 确认, quèrèn, confirm
597, 然而, rán'ér, however
598, 燃料, rán liào, fuel
599, 燃烧, ránshāo, burning
600, 热闹, rènao, lively
601, 热心, rèxīn, enthusiastic
602, 人家, rénjiā, family
603, 日记, rìjì, diary
604, 日历, rìlì, calendar
605, 如今, rújīn, nowadays
606, 弱, ruò, weak
608, 散, sàn, break up; disperse; distribute;
609, 扫, sǎo, sweep; broom
610, 色, sè, colour; look; expression; scene; quality
611, 色彩, sècǎi, color
612, 森林, sēnlín, Forest
613, 晒, shài, The sun
614, 闪, shǎn, dodge; get out of the way; sprain;
615, 闪电, shǎndiàn, lightning
616, 善良, shànliáng, kind; virtuous
617, 善于, shànyú, be good at
618, 伤害, shānghài, hurt
619, 商务, shāngwù, business
620, 赏, shǎng, award; appreciate; reward
621, 上个月, shàng gè, yu
622, 上楼, shàng lóu, go upstairs
623, 上门, shàng mén, drop in; visit
624, 烧, shāo, burn; cook; bake; roast; run a fever
625, 设施, shèshī, facilities
627, 申请, shēnqǐng, Apply
628, 身材, shēncái, figure
629, 身份, shēnfèn, identity
630, 身高, shēn gāo, height
631, 深厚, shēn hòu, deep; profound; solid; deep -seated
632, 神话, shénhuà, Myth
633, 神秘, shénmì, mysterious
634, 甚至, shènzhì, Even to the extent that
635, 失败, shībài, fail
636, 失望, shīwàng, Disappointment
637, 失业, shīyè, Unemployment
638, 诗, shī, poetry
639, 诗人, shī rén, poet
640, 湿, shī, wet; damp; humid
641, 实施, shíshī, Implementation
642, 实用, shíyòng, Practical
643, 食堂, shí táng, dining room; mess hall; canteen
644, 使劲, shǐ jìn, exert all one's strength; put in energy
645, 士兵, shìbīng, soldiers
646, 市区, shì qū, downtown area; urban district
647, 似的, shìde, Like
649, 事先, shìxiān, Prior
650, 试卷, shìjuàn, test paper
651, 是否, shìfǒu, Whether
652, 收回, shōu huí, withdraw; regain; call in; countermand
653, 收获, shōuhuò, Harvest
654, 收益, shōuyì, income; profit
655, 手工, shǒugōng, manual
656, 手里, shǒu lǐ, in one's hands
657, 手术, shǒushù, Operation
658, 手套, shǒutào, glove
659, 守, shǒu, guard; defend; observe
660, 首（量）, shǒu, (measure word)
661, 受不了, shòubuliǎo, Cannot bear sth
662, 售货员, shòuhuòyuá, n Salesperson
663, 叔叔, shūshu, uncle
664, 舒适, shūshì, Comfortable
665, 熟练, shúliàn, skilled
666, 暑假, shǔ jià, summer vacation
667, 树林, shù lín, wood; grove; forest
668, 树叶, shù yè, leaf; tree leaf
670, 数码, shùmǎ, Digital
671, 刷, shuā, brush; scrub; paste up
672, 刷牙, shuāyá, Brush one's teeth
673, 刷子, shuā zi, brush; scrub
674, 帅, shuài, Handsome
675, 帅哥, shuài gē, handsome boy
676, 率先, shuài xiān, lead; take the lead
677, 睡着, shuì zháo, sleep; fall asleep
678, 顺序, shùnxù, order
679, 说不定, shuōbudìng, maybe
680, 说服, shuōfú, Persuade
681, 思考, sīkǎo, Reflection
682, 似乎, sìhū, It seems that
683, 松, sōng, pine; loose; slack; loosen; relax;
684, 松树, sōng shù, pine tree; pine
685, 塑料, sù liào, plastic
686, 塑料袋, sùliàodài, Plastic bag
687, 酸, suān, acid
688, 酸奶, suān nǎi, yogurt
689, 随手, suíshǒu, Readily
691, 孙子, sūnzi, Grandson
692, 缩短, suōduǎn, Shorten
693, 缩小, suō xiǎo, reduce; lessen; narrow; shrink; zoom
694, 台阶, táijiē, Steps
695, 台上, tái shàng, on the stage
696, 躺, tǎng, lie
697, 套餐, tào cān, set meal
698, 特价, tè jià, special offer; bargain price
699, 特殊, tèshū, special
700, 特征, tèzhēng, Features
701, 提供, tígōng, provide
702, 提醒, tíxǐng, remind
703, 体操, tǐ cāo, gymnastics
704, 体检, tǐ jiǎn, physical examination
705, 体重, tǐ zhòng, body weight
706, 替, tì, replace; substitute; take the place of;
707, 替代, tì dài, replace; substitute
708, 天真, tiānzhēn, naive
709, 填, tián, fill; stuff; fill in; write
711, 挑, tiāo, choose; pick; select
712, 挑选, tiāo xuǎn, pick; choose; select; pick out
713, 调皮, tiáopí, naughty
714, 挑, tiǎo, lift up; raise; prick; incite
715, 挑战, tiǎozhàn, Dekaron
716, 贴, tiē, stick; paste; glue; nestle up to; keep
717, 停下, tíng xià, stop
718, 挺（动）, tǐng, stand; hold out; endure; stick out
719, 通知书, tōng zhī shū, notice
720, 同情, tóngqíng, Sympathy
721, 童话, tónghuà, fairy tale
722, 童年, tóng nián, childhood; babyhood
723, 统计, tǒngjì, Statistics
724, 统一, tǒngyī, Unified
725, 痛快, tòngkuài," Happy, to one`s heart`s content"
726, 投, tóu, throw; fling; hurl; cast; drop; put in;
727, 投入, tóurù, put into
728, 投诉, tóusù, complaint
729, 投资, tóuzī, Investment
731, 透明, tòumíng, transparent
732, 图案, tú'àn, pattern
733, 途中, tú zhōng, on the way to; en route
734, 土地, tǔdì, land
735, 推迟, tuīchí, delay
736, 推销, tuīxiāo, promote sales
737, 脱, tuō, take off
738, 袜子, wàzi, Socks
739, 外汇, wài huì, foreign exchange; foreign currency
740, 外交官, wài jiāo guān, diplomat; diplomatist
741, 外套, wài tào, coat
742, 弯, wān, curved; bend; turn; crooked
743, 晚点, wǎn diǎn, late; behind schedule
744, 万一, wànyī, In case
745, 王, wáng, king; monarch; head; chief
746, 网络, wǎngluò, network
747, 网址, wǎng zhǐ, Internet site; website; URL
748, 微笑, wēixiào, Smile
749, 微信, wēi xìn, WeChat (a Chinese social app)
750, 围巾, wéijīn, scarf
752, 维护, wéihù, protect
753, 维修, wéixiū, Repair
754, 尾巴, wěiba, tail
755, 未必, wèibì, not necessarily
756, 未来, wèilái, Future
757, 位于, wèiyú, Be located
758, 位置, wèizhì, position
759, 味儿, wèir, flavor; taste
760, 喂（动）, wèi, feed
761, 稳, wěn, steady; stable; sure; certain
762, 稳定, wěndìng, Stable
763, 问候, wènhòu, To greet
764, 无, wú, nothing
765, 无法, wú fǎ, unable; incapable
766, 无聊, wúliáo, Boring
767, 无论, wúlùn, no matter
768, 无数, wúshù, Countless
769, 无所谓, wúsuǒwèi, cannot be designated as
770, 无限, wú xiàn, infinite; limitless; unlimited
771, 五颜六色, wǔ yán liù sè, colourful; multicolored
772, 误会, wùhuì, Misunderstanding
774, 吸, xī, inhale; breathe; absorb; suck in
775, 吸管, xī guǎn, straw
776, 吸收, xīshōu, absorb
777, 吸烟, xī yān, smoke
778, 吸引, xīyǐn, Attract
779, 喜爱, xǐ ài, like; love; be fond of
780, 系列, xìliè, series
781, 系统, xìtǒng, system
782, 细, xì, thin; slender; delicate; careful; trifling
783, 细节, xìjié, details
784, 细致, xìzhì, careful
785, 下个月, xià gè yuè, next month
786, 下降, xià jiàng, decline; drop; decrease; fall; go down
787, 下楼, xià lóu, go downstairs; come downstairs
788, 下载, xiàzài, download
789, 夏季, xià jì, summer
790, 鲜, xiān, fresh; bright; delicious; little; rare
791, 鲜花, xiān huā, fresh flower
792, 鲜明, xiānmíng, distinct
793, 咸, xián, salty
794, 显著, xiǎnzhù, remarkable
796, 限制, xiànzhì, limit
797, 相处, xiāngchǔ, Get along with
798, 相反, xiāngfǎn, Contrary
799, 箱, xiāng, chest; box; case; trunk
800, 箱子, xiāng zi, chest; bin; box; case; trunk
801, 想念, xiǎngniàn, miss
802, 想象, xiǎngxiàng, imagine
803, 项, xiàng, term
804, 项目, xiàngmù, project
805, 相片, xiàng piàn, photo; photograph
806, 消化, xiāohuà, Digestion
807, 销售, xiāoshòu, Sale
808, 小吃, xiǎochī, snack
